"sigma","tpr","fpr","noise","freq","nr_transition_days","window_size_days","nr_baselinedays","ews"
4.25,0,0.052,4,9,25,25,50,"Spatial-Variance"
4.5,0,0.046,4,9,25,25,50,"Spatial-Variance"
4.75,0,0.042,4,9,25,25,50,"Spatial-Variance"
5,0,0.04,4,9,25,25,50,"Spatial-Variance"
5.25,0,0.028,4,9,25,25,50,"Spatial-Variance"
5.5,0,0.02,4,9,25,25,50,"Spatial-Variance"
5.75,0,0.014,4,9,25,25,50,"Spatial-Variance"
6,0,0.008,4,9,25,25,50,"Spatial-Variance"
0.25,0.532,0.7,6,9,25,25,50,"Spatial-Variance"
0.5,0.474,0.632,6,9,25,25,50,"Spatial-Variance"
0.75,0.418,0.58,6,9,25,25,50,"Spatial-Variance"
1,0.36,0.54,6,9,25,25,50,"Spatial-Variance"
1.25,0.31,0.482,6,9,25,25,50,"Spatial-Variance"
1.5,0.246,0.408,6,9,25,25,50,"Spatial-Variance"
1.75,0.196,0.338,6,9,25,25,50,"Spatial-Variance"
2,0.144,0.278,6,9,25,25,50,"Spatial-Variance"
2.25,0.104,0.214,6,9,25,25,50,"Spatial-Variance"
2.5,0.07,0.168,6,9,25,25,50,"Spatial-Variance"
2.75,0.048,0.138,6,9,25,25,50,"Spatial-Variance"
3,0.026,0.106,6,9,25,25,50,"Spatial-Variance"
3.25,0.02,0.086,6,9,25,25,50,"Spatial-Variance"
3.5,0.014,0.06,6,9,25,25,50,"Spatial-Variance"
3.75,0.01,0.042,6,9,25,25,50,"Spatial-Variance"
4,0.008,0.03,6,9,25,25,50,"Spatial-Variance"
4.25,0.006,0.024,6,9,25,25,50,"Spatial-Variance"
4.5,0.004,0.014,6,9,25,25,50,"Spatial-Variance"
4.75,0.004,0.012,6,9,25,25,50,"Spatial-Variance"
5,0.002,0.01,6,9,25,25,50,"Spatial-Variance"
5.25,0.002,0.006,6,9,25,25,50,"Spatial-Variance"
5.5,0.002,0.004,6,9,25,25,50,"Spatial-Variance"
5.75,0.002,0.002,6,9,25,25,50,"Spatial-Variance"
6,0,0.002,6,9,25,25,50,"Spatial-Variance"
0.25,0.546,0.724,8,9,25,25,50,"Spatial-Variance"
0.5,0.5,0.656,8,9,25,25,50,"Spatial-Variance"
0.75,0.436,0.592,8,9,25,25,50,"Spatial-Variance"
1,0.384,0.546,8,9,25,25,50,"Spatial-Variance"
1.25,0.326,0.468,8,9,25,25,50,"Spatial-Variance"
1.5,0.266,0.386,8,9,25,25,50,"Spatial-Variance"
1.75,0.212,0.322,8,9,25,25,50,"Spatial-Variance"
2,0.156,0.262,8,9,25,25,50,"Spatial-Variance"
2.25,0.12,0.234,8,9,25,25,50,"Spatial-Variance"
2.5,0.086,0.192,8,9,25,25,50,"Spatial-Variance"
2.75,0.06,0.158,8,9,25,25,50,"Spatial-Variance"
3,0.042,0.138,8,9,25,25,50,"Spatial-Variance"
3.25,0.022,0.104,8,9,25,25,50,"Spatial-Variance"
3.5,0.02,0.078,8,9,25,25,50,"Spatial-Variance"
3.75,0.016,0.06,8,9,25,25,50,"Spatial-Variance"
4,0.008,0.04,8,9,25,25,50,"Spatial-Variance"
4.25,0.002,0.026,8,9,25,25,50,"Spatial-Variance"
4.5,0,0.022,8,9,25,25,50,"Spatial-Variance"
4.75,0,0.02,8,9,25,25,50,"Spatial-Variance"
5,0,0.016,8,9,25,25,50,"Spatial-Variance"
5.25,0,0.012,8,9,25,25,50,"Spatial-Variance"
5.5,0,0.012,8,9,25,25,50,"Spatial-Variance"
5.75,0,0.012,8,9,25,25,50,"Spatial-Variance"
6,0,0.012,8,9,25,25,50,"Spatial-Variance"
0.25,0.578,0.708,10,9,25,25,50,"Spatial-Variance"
0.5,0.53,0.636,10,9,25,25,50,"Spatial-Variance"
0.75,0.482,0.584,10,9,25,25,50,"Spatial-Variance"
1,0.422,0.516,10,9,25,25,50,"Spatial-Variance"
1.25,0.36,0.448,10,9,25,25,50,"Spatial-Variance"
1.5,0.298,0.378,10,9,25,25,50,"Spatial-Variance"
1.75,0.22,0.312,10,9,25,25,50,"Spatial-Variance"
2,0.18,0.264,10,9,25,25,50,"Spatial-Variance"
2.25,0.136,0.222,10,9,25,25,50,"Spatial-Variance"
2.5,0.1,0.186,10,9,25,25,50,"Spatial-Variance"
2.75,0.076,0.152,10,9,25,25,50,"Spatial-Variance"
3,0.048,0.116,10,9,25,25,50,"Spatial-Variance"
3.25,0.024,0.09,10,9,25,25,50,"Spatial-Variance"
3.5,0.02,0.062,10,9,25,25,50,"Spatial-Variance"
3.75,0.016,0.046,10,9,25,25,50,"Spatial-Variance"
4,0.014,0.03,10,9,25,25,50,"Spatial-Variance"
4.25,0.01,0.024,10,9,25,25,50,"Spatial-Variance"
4.5,0.008,0.02,10,9,25,25,50,"Spatial-Variance"
4.75,0.006,0.018,10,9,25,25,50,"Spatial-Variance"
5,0.004,0.018,10,9,25,25,50,"Spatial-Variance"
5.25,0.002,0.014,10,9,25,25,50,"Spatial-Variance"
5.5,0,0.014,10,9,25,25,50,"Spatial-Variance"
5.75,0,0.01,10,9,25,25,50,"Spatial-Variance"
6,0,0.008,10,9,25,25,50,"Spatial-Variance"
0.25,0.508,0.724,4,18,25,25,50,"Spatial-Variance"
0.5,0.456,0.674,4,18,25,25,50,"Spatial-Variance"
0.75,0.396,0.62,4,18,25,25,50,"Spatial-Variance"
1,0.324,0.546,4,18,25,25,50,"Spatial-Variance"
1.25,0.262,0.484,4,18,25,25,50,"Spatial-Variance"
1.5,0.206,0.432,4,18,25,25,50,"Spatial-Variance"
1.75,0.16,0.364,4,18,25,25,50,"Spatial-Variance"
2,0.122,0.302,4,18,25,25,50,"Spatial-Variance"
2.25,0.072,0.256,4,18,25,25,50,"Spatial-Variance"
2.5,0.054,0.2,4,18,25,25,50,"Spatial-Variance"
2.75,0.036,0.172,4,18,25,25,50,"Spatial-Variance"
3,0.026,0.13,4,18,25,25,50,"Spatial-Variance"
3.25,0.012,0.114,4,18,25,25,50,"Spatial-Variance"
3.5,0.008,0.096,4,18,25,25,50,"Spatial-Variance"
3.75,0.002,0.08,4,18,25,25,50,"Spatial-Variance"
4,0.002,0.064,4,18,25,25,50,"Spatial-Variance"
4.25,0.002,0.054,4,18,25,25,50,"Spatial-Variance"
4.5,0,0.038,4,18,25,25,50,"Spatial-Variance"
4.75,0,0.028,4,18,25,25,50,"Spatial-Variance"
5,0,0.024,4,18,25,25,50,"Spatial-Variance"
5.25,0,0.024,4,18,25,25,50,"Spatial-Variance"
5.5,0,0.022,4,18,25,25,50,"Spatial-Variance"
5.75,0,0.014,4,18,25,25,50,"Spatial-Variance"
6,0,0.012,4,18,25,25,50,"Spatial-Variance"
0.25,0.522,0.716,6,18,25,25,50,"Spatial-Variance"
0.5,0.462,0.64,6,18,25,25,50,"Spatial-Variance"
0.75,0.41,0.582,6,18,25,25,50,"Spatial-Variance"
1,0.348,0.528,6,18,25,25,50,"Spatial-Variance"
1.25,0.28,0.474,6,18,25,25,50,"Spatial-Variance"
1.5,0.246,0.374,6,18,25,25,50,"Spatial-Variance"
1.75,0.196,0.31,6,18,25,25,50,"Spatial-Variance"
2,0.138,0.262,6,18,25,25,50,"Spatial-Variance"
2.25,0.098,0.196,6,18,25,25,50,"Spatial-Variance"
2.5,0.06,0.152,6,18,25,25,50,"Spatial-Variance"
2.75,0.042,0.122,6,18,25,25,50,"Spatial-Variance"
3,0.028,0.088,6,18,25,25,50,"Spatial-Variance"
3.25,0.018,0.068,6,18,25,25,50,"Spatial-Variance"
3.5,0.012,0.052,6,18,25,25,50,"Spatial-Variance"
3.75,0.004,0.032,6,18,25,25,50,"Spatial-Variance"
4,0.004,0.026,6,18,25,25,50,"Spatial-Variance"
4.25,0.004,0.018,6,18,25,25,50,"Spatial-Variance"
4.5,0,0.016,6,18,25,25,50,"Spatial-Variance"
4.75,0,0.012,6,18,25,25,50,"Spatial-Variance"
5,0,0.01,6,18,25,25,50,"Spatial-Variance"
5.25,0,0.008,6,18,25,25,50,"Spatial-Variance"
5.5,0,0.004,6,18,25,25,50,"Spatial-Variance"
5.75,0,0.002,6,18,25,25,50,"Spatial-Variance"
6,0,0.002,6,18,25,25,50,"Spatial-Variance"
0.25,0.562,0.728,8,18,25,25,50,"Spatial-Variance"
0.5,0.51,0.676,8,18,25,25,50,"Spatial-Variance"
0.75,0.432,0.614,8,18,25,25,50,"Spatial-Variance"
1,0.37,0.552,8,18,25,25,50,"Spatial-Variance"
1.25,0.31,0.474,8,18,25,25,50,"Spatial-Variance"
1.5,0.256,0.398,8,18,25,25,50,"Spatial-Variance"
1.75,0.222,0.344,8,18,25,25,50,"Spatial-Variance"
2,0.18,0.284,8,18,25,25,50,"Spatial-Variance"
2.25,0.134,0.23,8,18,25,25,50,"Spatial-Variance"
2.5,0.088,0.2,8,18,25,25,50,"Spatial-Variance"
2.75,0.054,0.154,8,18,25,25,50,"Spatial-Variance"
3,0.038,0.126,8,18,25,25,50,"Spatial-Variance"
3.25,0.022,0.104,8,18,25,25,50,"Spatial-Variance"
3.5,0.01,0.086,8,18,25,25,50,"Spatial-Variance"
3.75,0.004,0.062,8,18,25,25,50,"Spatial-Variance"
4,0,0.038,8,18,25,25,50,"Spatial-Variance"
4.25,0,0.026,8,18,25,25,50,"Spatial-Variance"
4.5,0,0.016,8,18,25,25,50,"Spatial-Variance"
4.75,0,0.014,8,18,25,25,50,"Spatial-Variance"
5,0,0.012,8,18,25,25,50,"Spatial-Variance"
5.25,0,0.012,8,18,25,25,50,"Spatial-Variance"
5.5,0,0.012,8,18,25,25,50,"Spatial-Variance"
5.75,0,0.008,8,18,25,25,50,"Spatial-Variance"
6,0,0.008,8,18,25,25,50,"Spatial-Variance"
0.25,0.566,0.686,10,18,25,25,50,"Spatial-Variance"
0.5,0.524,0.63,10,18,25,25,50,"Spatial-Variance"
0.75,0.478,0.57,10,18,25,25,50,"Spatial-Variance"
1,0.418,0.506,10,18,25,25,50,"Spatial-Variance"
1.25,0.35,0.446,10,18,25,25,50,"Spatial-Variance"
1.5,0.292,0.372,10,18,25,25,50,"Spatial-Variance"
1.75,0.222,0.314,10,18,25,25,50,"Spatial-Variance"
2,0.17,0.266,10,18,25,25,50,"Spatial-Variance"
2.25,0.124,0.216,10,18,25,25,50,"Spatial-Variance"
2.5,0.094,0.178,10,18,25,25,50,"Spatial-Variance"
2.75,0.07,0.142,10,18,25,25,50,"Spatial-Variance"
3,0.05,0.108,10,18,25,25,50,"Spatial-Variance"
3.25,0.032,0.084,10,18,25,25,50,"Spatial-Variance"
3.5,0.02,0.058,10,18,25,25,50,"Spatial-Variance"
3.75,0.016,0.044,10,18,25,25,50,"Spatial-Variance"
4,0.01,0.036,10,18,25,25,50,"Spatial-Variance"
4.25,0.008,0.03,10,18,25,25,50,"Spatial-Variance"
4.5,0.002,0.022,10,18,25,25,50,"Spatial-Variance"
4.75,0.002,0.02,10,18,25,25,50,"Spatial-Variance"
5,0.002,0.016,10,18,25,25,50,"Spatial-Variance"
5.25,0.002,0.01,10,18,25,25,50,"Spatial-Variance"
5.5,0.002,0.004,10,18,25,25,50,"Spatial-Variance"
5.75,0.002,0.004,10,18,25,25,50,"Spatial-Variance"
6,0.002,0.004,10,18,25,25,50,"Spatial-Variance"
0.25,0.498,0.716,4,90,25,25,50,"Spatial-Variance"
0.5,0.45,0.658,4,90,25,25,50,"Spatial-Variance"
0.75,0.4,0.588,4,90,25,25,50,"Spatial-Variance"
1,0.344,0.532,4,90,25,25,50,"Spatial-Variance"
1.25,0.284,0.46,4,90,25,25,50,"Spatial-Variance"
1.5,0.22,0.386,4,90,25,25,50,"Spatial-Variance"
1.75,0.176,0.326,4,90,25,25,50,"Spatial-Variance"
2,0.12,0.268,4,90,25,25,50,"Spatial-Variance"
2.25,0.088,0.22,4,90,25,25,50,"Spatial-Variance"
2.5,0.066,0.176,4,90,25,25,50,"Spatial-Variance"
2.75,0.038,0.146,4,90,25,25,50,"Spatial-Variance"
3,0.022,0.118,4,90,25,25,50,"Spatial-Variance"
3.25,0.016,0.088,4,90,25,25,50,"Spatial-Variance"
3.5,0.008,0.068,4,90,25,25,50,"Spatial-Variance"
3.75,0,0.056,4,90,25,25,50,"Spatial-Variance"
4,0,0.052,4,90,25,25,50,"Spatial-Variance"
4.25,0,0.036,4,90,25,25,50,"Spatial-Variance"
4.5,0,0.024,4,90,25,25,50,"Spatial-Variance"
4.75,0,0.016,4,90,25,25,50,"Spatial-Variance"
5,0,0.014,4,90,25,25,50,"Spatial-Variance"
5.25,0,0.01,4,90,25,25,50,"Spatial-Variance"
5.5,0,0.008,4,90,25,25,50,"Spatial-Variance"
5.75,0,0.008,4,90,25,25,50,"Spatial-Variance"
6,0,0.008,4,90,25,25,50,"Spatial-Variance"
0.25,0.54,0.66,6,90,25,25,50,"Spatial-Variance"
0.5,0.482,0.608,6,90,25,25,50,"Spatial-Variance"
0.75,0.404,0.544,6,90,25,25,50,"Spatial-Variance"
1,0.332,0.476,6,90,25,25,50,"Spatial-Variance"
1.25,0.262,0.42,6,90,25,25,50,"Spatial-Variance"
1.5,0.196,0.37,6,90,25,25,50,"Spatial-Variance"
1.75,0.146,0.296,6,90,25,25,50,"Spatial-Variance"
2,0.094,0.236,6,90,25,25,50,"Spatial-Variance"
2.25,0.048,0.172,6,90,25,25,50,"Spatial-Variance"
2.5,0.026,0.134,6,90,25,25,50,"Spatial-Variance"
2.75,0.022,0.098,6,90,25,25,50,"Spatial-Variance"
3,0.014,0.072,6,90,25,25,50,"Spatial-Variance"
3.25,0.004,0.05,6,90,25,25,50,"Spatial-Variance"
3.5,0.002,0.034,6,90,25,25,50,"Spatial-Variance"
3.75,0.002,0.028,6,90,25,25,50,"Spatial-Variance"
4,0.002,0.022,6,90,25,25,50,"Spatial-Variance"
4.25,0,0.014,6,90,25,25,50,"Spatial-Variance"
4.5,0,0.008,6,90,25,25,50,"Spatial-Variance"
4.75,0,0.008,6,90,25,25,50,"Spatial-Variance"
5,0,0.008,6,90,25,25,50,"Spatial-Variance"
5.25,0,0.006,6,90,25,25,50,"Spatial-Variance"
5.5,0,0.004,6,90,25,25,50,"Spatial-Variance"
5.75,0,0.004,6,90,25,25,50,"Spatial-Variance"
6,0,0.002,6,90,25,25,50,"Spatial-Variance"
0.25,0.532,0.716,8,90,25,25,50,"Spatial-Variance"
0.5,0.488,0.656,8,90,25,25,50,"Spatial-Variance"
0.75,0.422,0.592,8,90,25,25,50,"Spatial-Variance"
1,0.366,0.51,8,90,25,25,50,"Spatial-Variance"
1.25,0.308,0.464,8,90,25,25,50,"Spatial-Variance"
1.5,0.244,0.414,8,90,25,25,50,"Spatial-Variance"
1.75,0.184,0.354,8,90,25,25,50,"Spatial-Variance"
2,0.15,0.272,8,90,25,25,50,"Spatial-Variance"
2.25,0.106,0.224,8,90,25,25,50,"Spatial-Variance"
2.5,0.08,0.17,8,90,25,25,50,"Spatial-Variance"
2.75,0.058,0.14,8,90,25,25,50,"Spatial-Variance"
3,0.042,0.11,8,90,25,25,50,"Spatial-Variance"
3.25,0.036,0.09,8,90,25,25,50,"Spatial-Variance"
3.5,0.014,0.07,8,90,25,25,50,"Spatial-Variance"
3.75,0.014,0.052,8,90,25,25,50,"Spatial-Variance"
4,0.004,0.042,8,90,25,25,50,"Spatial-Variance"
4.25,0.004,0.028,8,90,25,25,50,"Spatial-Variance"
4.5,0.002,0.02,8,90,25,25,50,"Spatial-Variance"
4.75,0.002,0.012,8,90,25,25,50,"Spatial-Variance"
5,0.002,0.006,8,90,25,25,50,"Spatial-Variance"
5.25,0,0.004,8,90,25,25,50,"Spatial-Variance"
5.5,0,0.004,8,90,25,25,50,"Spatial-Variance"
5.75,0,0.004,8,90,25,25,50,"Spatial-Variance"
6,0,0.002,8,90,25,25,50,"Spatial-Variance"
0.25,0.556,0.68,10,90,25,25,50,"Spatial-Variance"
0.5,0.48,0.602,10,90,25,25,50,"Spatial-Variance"
0.75,0.418,0.544,10,90,25,25,50,"Spatial-Variance"
1,0.364,0.472,10,90,25,25,50,"Spatial-Variance"
1.25,0.306,0.404,10,90,25,25,50,"Spatial-Variance"
1.5,0.246,0.34,10,90,25,25,50,"Spatial-Variance"
1.75,0.21,0.278,10,90,25,25,50,"Spatial-Variance"
2,0.15,0.228,10,90,25,25,50,"Spatial-Variance"
2.25,0.102,0.184,10,90,25,25,50,"Spatial-Variance"
2.5,0.084,0.14,10,90,25,25,50,"Spatial-Variance"
2.75,0.06,0.112,10,90,25,25,50,"Spatial-Variance"
3,0.042,0.086,10,90,25,25,50,"Spatial-Variance"
3.25,0.026,0.064,10,90,25,25,50,"Spatial-Variance"
3.5,0.014,0.05,10,90,25,25,50,"Spatial-Variance"
3.75,0.006,0.038,10,90,25,25,50,"Spatial-Variance"
4,0.002,0.026,10,90,25,25,50,"Spatial-Variance"
4.25,0,0.018,10,90,25,25,50,"Spatial-Variance"
4.5,0,0.018,10,90,25,25,50,"Spatial-Variance"
4.75,0,0.012,10,90,25,25,50,"Spatial-Variance"
5,0,0.01,10,90,25,25,50,"Spatial-Variance"
5.25,0,0.008,10,90,25,25,50,"Spatial-Variance"
5.5,0,0.006,10,90,25,25,50,"Spatial-Variance"
5.75,0,0.004,10,90,25,25,50,"Spatial-Variance"
6,0,0.004,10,90,25,25,50,"Spatial-Variance"
0.25,0.536,0.744,4,9,50,25,50,"Spatial-Variance"
0.5,0.474,0.67,4,9,50,25,50,"Spatial-Variance"
0.75,0.408,0.62,4,9,50,25,50,"Spatial-Variance"
1,0.344,0.542,4,9,50,25,50,"Spatial-Variance"
1.25,0.29,0.472,4,9,50,25,50,"Spatial-Variance"
1.5,0.222,0.428,4,9,50,25,50,"Spatial-Variance"
1.75,0.184,0.348,4,9,50,25,50,"Spatial-Variance"
2,0.136,0.306,4,9,50,25,50,"Spatial-Variance"
2.25,0.084,0.254,4,9,50,25,50,"Spatial-Variance"
2.5,0.06,0.218,4,9,50,25,50,"Spatial-Variance"
2.75,0.04,0.178,4,9,50,25,50,"Spatial-Variance"
3,0.028,0.148,4,9,50,25,50,"Spatial-Variance"
3.25,0.016,0.12,4,9,50,25,50,"Spatial-Variance"
3.5,0.014,0.096,4,9,50,25,50,"Spatial-Variance"
3.75,0.01,0.074,4,9,50,25,50,"Spatial-Variance"
4,0.008,0.064,4,9,50,25,50,"Spatial-Variance"
4.25,0.006,0.052,4,9,50,25,50,"Spatial-Variance"
4.5,0.004,0.046,4,9,50,25,50,"Spatial-Variance"
4.75,0.004,0.042,4,9,50,25,50,"Spatial-Variance"
5,0.002,0.04,4,9,50,25,50,"Spatial-Variance"
5.25,0,0.028,4,9,50,25,50,"Spatial-Variance"
5.5,0,0.02,4,9,50,25,50,"Spatial-Variance"
5.75,0,0.014,4,9,50,25,50,"Spatial-Variance"
6,0,0.008,4,9,50,25,50,"Spatial-Variance"
0.25,0.542,0.7,6,9,50,25,50,"Spatial-Variance"
0.5,0.478,0.632,6,9,50,25,50,"Spatial-Variance"
0.75,0.424,0.58,6,9,50,25,50,"Spatial-Variance"
1,0.366,0.54,6,9,50,25,50,"Spatial-Variance"
1.25,0.306,0.482,6,9,50,25,50,"Spatial-Variance"
1.5,0.24,0.408,6,9,50,25,50,"Spatial-Variance"
1.75,0.182,0.338,6,9,50,25,50,"Spatial-Variance"
2,0.134,0.278,6,9,50,25,50,"Spatial-Variance"
2.25,0.11,0.214,6,9,50,25,50,"Spatial-Variance"
2.5,0.094,0.168,6,9,50,25,50,"Spatial-Variance"
2.75,0.056,0.138,6,9,50,25,50,"Spatial-Variance"
3,0.032,0.106,6,9,50,25,50,"Spatial-Variance"
3.25,0.024,0.086,6,9,50,25,50,"Spatial-Variance"
3.5,0.022,0.06,6,9,50,25,50,"Spatial-Variance"
3.75,0.016,0.042,6,9,50,25,50,"Spatial-Variance"
4,0.008,0.03,6,9,50,25,50,"Spatial-Variance"
4.25,0.004,0.024,6,9,50,25,50,"Spatial-Variance"
4.5,0.002,0.014,6,9,50,25,50,"Spatial-Variance"
4.75,0.002,0.012,6,9,50,25,50,"Spatial-Variance"
5,0.002,0.01,6,9,50,25,50,"Spatial-Variance"
5.25,0.002,0.006,6,9,50,25,50,"Spatial-Variance"
5.5,0.002,0.004,6,9,50,25,50,"Spatial-Variance"
5.75,0.002,0.002,6,9,50,25,50,"Spatial-Variance"
6,0,0.002,6,9,50,25,50,"Spatial-Variance"
0.25,0.592,0.724,8,9,50,25,50,"Spatial-Variance"
0.5,0.536,0.656,8,9,50,25,50,"Spatial-Variance"
0.75,0.468,0.592,8,9,50,25,50,"Spatial-Variance"
1,0.4,0.546,8,9,50,25,50,"Spatial-Variance"
1.25,0.346,0.468,8,9,50,25,50,"Spatial-Variance"
1.5,0.276,0.386,8,9,50,25,50,"Spatial-Variance"
1.75,0.216,0.322,8,9,50,25,50,"Spatial-Variance"
2,0.164,0.262,8,9,50,25,50,"Spatial-Variance"
2.25,0.126,0.234,8,9,50,25,50,"Spatial-Variance"
2.5,0.1,0.192,8,9,50,25,50,"Spatial-Variance"
2.75,0.072,0.158,8,9,50,25,50,"Spatial-Variance"
3,0.048,0.138,8,9,50,25,50,"Spatial-Variance"
3.25,0.044,0.104,8,9,50,25,50,"Spatial-Variance"
3.5,0.038,0.078,8,9,50,25,50,"Spatial-Variance"
3.75,0.026,0.06,8,9,50,25,50,"Spatial-Variance"
4,0.026,0.04,8,9,50,25,50,"Spatial-Variance"
4.25,0.024,0.026,8,9,50,25,50,"Spatial-Variance"
4.5,0.02,0.022,8,9,50,25,50,"Spatial-Variance"
4.75,0.014,0.02,8,9,50,25,50,"Spatial-Variance"
5,0.01,0.016,8,9,50,25,50,"Spatial-Variance"
5.25,0.004,0.012,8,9,50,25,50,"Spatial-Variance"
5.5,0.002,0.012,8,9,50,25,50,"Spatial-Variance"
5.75,0.002,0.012,8,9,50,25,50,"Spatial-Variance"
6,0,0.012,8,9,50,25,50,"Spatial-Variance"
0.25,0.546,0.708,10,9,50,25,50,"Spatial-Variance"
0.5,0.494,0.636,10,9,50,25,50,"Spatial-Variance"
0.75,0.44,0.584,10,9,50,25,50,"Spatial-Variance"
1,0.39,0.516,10,9,50,25,50,"Spatial-Variance"
1.25,0.338,0.448,10,9,50,25,50,"Spatial-Variance"
1.5,0.252,0.378,10,9,50,25,50,"Spatial-Variance"
1.75,0.21,0.312,10,9,50,25,50,"Spatial-Variance"
2,0.16,0.264,10,9,50,25,50,"Spatial-Variance"
2.25,0.12,0.222,10,9,50,25,50,"Spatial-Variance"
2.5,0.086,0.186,10,9,50,25,50,"Spatial-Variance"
2.75,0.058,0.152,10,9,50,25,50,"Spatial-Variance"
3,0.048,0.116,10,9,50,25,50,"Spatial-Variance"
3.25,0.028,0.09,10,9,50,25,50,"Spatial-Variance"
3.5,0.018,0.062,10,9,50,25,50,"Spatial-Variance"
3.75,0.01,0.046,10,9,50,25,50,"Spatial-Variance"
4,0.01,0.03,10,9,50,25,50,"Spatial-Variance"
4.25,0.004,0.024,10,9,50,25,50,"Spatial-Variance"
4.5,0.002,0.02,10,9,50,25,50,"Spatial-Variance"
4.75,0.002,0.018,10,9,50,25,50,"Spatial-Variance"
5,0.002,0.018,10,9,50,25,50,"Spatial-Variance"
5.25,0.002,0.014,10,9,50,25,50,"Spatial-Variance"
5.5,0.002,0.014,10,9,50,25,50,"Spatial-Variance"
5.75,0,0.01,10,9,50,25,50,"Spatial-Variance"
6,0,0.008,10,9,50,25,50,"Spatial-Variance"
0.25,0.544,0.724,4,18,50,25,50,"Spatial-Variance"
0.5,0.502,0.674,4,18,50,25,50,"Spatial-Variance"
0.75,0.43,0.62,4,18,50,25,50,"Spatial-Variance"
1,0.354,0.546,4,18,50,25,50,"Spatial-Variance"
1.25,0.298,0.484,4,18,50,25,50,"Spatial-Variance"
1.5,0.232,0.432,4,18,50,25,50,"Spatial-Variance"
1.75,0.166,0.364,4,18,50,25,50,"Spatial-Variance"
2,0.122,0.302,4,18,50,25,50,"Spatial-Variance"
2.25,0.082,0.256,4,18,50,25,50,"Spatial-Variance"
2.5,0.056,0.2,4,18,50,25,50,"Spatial-Variance"
2.75,0.044,0.172,4,18,50,25,50,"Spatial-Variance"
3,0.032,0.13,4,18,50,25,50,"Spatial-Variance"
3.25,0.024,0.114,4,18,50,25,50,"Spatial-Variance"
3.5,0.01,0.096,4,18,50,25,50,"Spatial-Variance"
3.75,0.004,0.08,4,18,50,25,50,"Spatial-Variance"
4,0.002,0.064,4,18,50,25,50,"Spatial-Variance"
4.25,0.002,0.054,4,18,50,25,50,"Spatial-Variance"
4.5,0.002,0.038,4,18,50,25,50,"Spatial-Variance"
4.75,0.002,0.028,4,18,50,25,50,"Spatial-Variance"
5,0.002,0.024,4,18,50,25,50,"Spatial-Variance"
5.25,0.002,0.024,4,18,50,25,50,"Spatial-Variance"
5.5,0.002,0.022,4,18,50,25,50,"Spatial-Variance"
5.75,0.002,0.014,4,18,50,25,50,"Spatial-Variance"
6,0.002,0.012,4,18,50,25,50,"Spatial-Variance"
0.25,0.526,0.716,6,18,50,25,50,"Spatial-Variance"
0.5,0.478,0.64,6,18,50,25,50,"Spatial-Variance"
0.75,0.41,0.582,6,18,50,25,50,"Spatial-Variance"
1,0.344,0.528,6,18,50,25,50,"Spatial-Variance"
1.25,0.292,0.474,6,18,50,25,50,"Spatial-Variance"
1.5,0.242,0.374,6,18,50,25,50,"Spatial-Variance"
1.75,0.194,0.31,6,18,50,25,50,"Spatial-Variance"
2,0.142,0.262,6,18,50,25,50,"Spatial-Variance"
2.25,0.11,0.196,6,18,50,25,50,"Spatial-Variance"
2.5,0.066,0.152,6,18,50,25,50,"Spatial-Variance"
2.75,0.05,0.122,6,18,50,25,50,"Spatial-Variance"
3,0.04,0.088,6,18,50,25,50,"Spatial-Variance"
3.25,0.022,0.068,6,18,50,25,50,"Spatial-Variance"
3.5,0.012,0.052,6,18,50,25,50,"Spatial-Variance"
3.75,0.008,0.032,6,18,50,25,50,"Spatial-Variance"
4,0.004,0.026,6,18,50,25,50,"Spatial-Variance"
4.25,0.004,0.018,6,18,50,25,50,"Spatial-Variance"
4.5,0.004,0.016,6,18,50,25,50,"Spatial-Variance"
4.75,0.004,0.012,6,18,50,25,50,"Spatial-Variance"
5,0.002,0.01,6,18,50,25,50,"Spatial-Variance"
5.25,0.002,0.008,6,18,50,25,50,"Spatial-Variance"
5.5,0,0.004,6,18,50,25,50,"Spatial-Variance"
5.75,0,0.002,6,18,50,25,50,"Spatial-Variance"
6,0,0.002,6,18,50,25,50,"Spatial-Variance"
0.25,0.578,0.728,8,18,50,25,50,"Spatial-Variance"
0.5,0.518,0.676,8,18,50,25,50,"Spatial-Variance"
0.75,0.452,0.614,8,18,50,25,50,"Spatial-Variance"
1,0.392,0.552,8,18,50,25,50,"Spatial-Variance"
1.25,0.33,0.474,8,18,50,25,50,"Spatial-Variance"
1.5,0.266,0.398,8,18,50,25,50,"Spatial-Variance"
1.75,0.222,0.344,8,18,50,25,50,"Spatial-Variance"
2,0.172,0.284,8,18,50,25,50,"Spatial-Variance"
2.25,0.13,0.23,8,18,50,25,50,"Spatial-Variance"
2.5,0.092,0.2,8,18,50,25,50,"Spatial-Variance"
2.75,0.068,0.154,8,18,50,25,50,"Spatial-Variance"
3,0.052,0.126,8,18,50,25,50,"Spatial-Variance"
3.25,0.048,0.104,8,18,50,25,50,"Spatial-Variance"
3.5,0.038,0.086,8,18,50,25,50,"Spatial-Variance"
3.75,0.03,0.062,8,18,50,25,50,"Spatial-Variance"
4,0.022,0.038,8,18,50,25,50,"Spatial-Variance"
4.25,0.016,0.026,8,18,50,25,50,"Spatial-Variance"
4.5,0.012,0.016,8,18,50,25,50,"Spatial-Variance"
